Epoch	loss_train	loss_test	nll_x	nll_y	loss_vel	loss_con	kl_z0	kl_t
1	41970.40695296523	42903.6484375	33028.4921875	2907.50537109375	-0.20569239556789398	0.017741244286298752	8.794440269470215	0.052722081542015076
2	37575.26380368098	38912.609375	32310.701171875	2969.04443359375	-0.3078043460845947	0.012923106551170349	6.525779724121094	0.05589386448264122
3	34006.30879345603	35693.8046875	32056.8359375	2955.13525390625	-0.3877071142196655	0.009111669845879078	4.452767848968506	0.015017624013125896
4	31503.028885480573	33177.8515625	31331.384765625	2899.012451171875	-0.436871200799942	0.007807161193341017	3.2204623222351074	0.01762818917632103
5	29474.26610429448	30739.626953125	29801.6796875	2750.723388671875	-0.46588486433029175	0.00618624547496438	2.7745983600616455	0.009611141867935658
6	27655.96574642127	29332.47265625	28647.46875	2644.3330078125	-0.477993369102478	0.005626994650810957	2.7556843757629395	0.00865114200860262
7	26139.29217791411	27851.9609375	27467.58203125	2444.98681640625	-0.49327537417411804	0.004961762577295303	2.8162336349487305	0.006295335944741964
8	24883.2827198364	26548.82421875	26468.212890625	2221.92626953125	-0.5095360279083252	0.004813467618077993	2.900779962539673	0.005131957586854696
9	23749.040899795502	25381.203125	25337.224609375	2116.5556640625	-0.5128294229507446	0.004107374232262373	3.010188102722168	0.004453585017472506
10	23066.020961145194	24425.59375	24620.896484375	2014.4488525390625	-0.5129950046539307	0.003469018265604973	2.881117105484009	0.004391591530293226
11	21850.21344580777	23817.267578125	24069.1953125	1891.1334228515625	-0.5298445224761963	0.0035812680143862963	3.1134724617004395	0.0060996925458312035
12	21207.135224948874	23032.765625	23649.1328125	1815.0870361328125	-0.5271769762039185	0.004428192041814327	2.789618730545044	0.006414019502699375
13	20586.070040899795	22275.396484375	22766.09765625	1763.683349609375	-0.5131218433380127	0.004695460665971041	2.8223562240600586	0.007523231208324432
14	19903.99488752556	21386.630859375	22277.44921875	1724.79638671875	-0.5469720959663391	0.0034150187857449055	2.8095881938934326	0.010366878472268581
15	19457.79345603272	20359.712890625	21520.453125	1659.000244140625	-0.5625765323638916	0.0038262514863163233	2.755964517593384	0.011799647472798824
16	18831.02581799591	20091.083984375	21387.078125	1570.4468994140625	-0.5681689977645874	0.004886523354798555	2.7452476024627686	0.021135754883289337
17	18325.67126789366	19766.650390625	21150.998046875	1538.6544189453125	-0.563892126083374	0.003185554873198271	2.663567066192627	0.020497160032391548
18	17838.549335378324	19109.513671875	20824.38671875	1481.5845947265625	-0.5945661067962646	0.0038464327808469534	2.6887054443359375	0.022034939378499985
19	17631.006134969324	18548.220703125	20593.55078125	1420.087646484375	-0.594611406326294	0.0045305402018129826	2.4200546741485596	0.015336004085838795
20	17198.935199386502	18122.380859375	20039.36328125	1454.681640625	-0.6070001125335693	0.00362377823330462	2.637242555618286	0.024857427924871445
21	16553.36426380368	17757.84765625	19779.57421875	1356.2672119140625	-0.612862229347229	0.0026465002447366714	2.694110870361328	0.030052360147237778
22	16556.60736196319	17467.18359375	19721.734375	1335.45654296875	-0.6072594523429871	0.0037302691489458084	2.416552782058716	0.028731754049658775
23	16181.095347648261	17329.568359375	19595.697265625	1315.47705078125	-0.6216160655021667	0.005192498676478863	2.5583670139312744	0.02426273189485073
